step,seed,success_rate,mean_score
19100,456,0.0,7.02
19200,456,0.0,7.02
19300,456,0.0,7.04
19400,456,0.0,7.04
19500,456,0.0,7.04
19600,456,0.0,6.92
19700,456,0.0,7.0
19800,456,0.0,7.0
19900,456,0.0,7.0
20000,456,0.0,7.0
