step,seed,success_rate,mean_score
15700,456,0.0,5.2
15800,456,0.0,5.2
15900,456,0.0,5.2
16000,456,0.0,5.2
16100,456,0.0,5.2
16200,456,0.0,5.2
16300,456,0.0,5.2
16400,456,0.0,5.5
16500,456,0.0,5.56
16600,456,0.0,5.56
16700,456,0.0,5.56
16800,456,0.0,5.92
16900,456,0.0,5.56
17000,456,0.0,6.06
17100,456,0.0,5.74
17200,456,0.0,5.64
17300,456,0.0,5.76
17400,456,0.0,5.76
17500,456,0.0,5.96
17600,456,0.0,5.64
17700,456,0.0,5.94
17800,456,0.0,6.82
17900,456,0.0,6.82
18000,456,0.0,6.82
18100,456,0.0,6.82
18200,456,0.0,6.82
18300,456,0.0,6.82
18400,456,0.0,6.82
18500,456,0.0,6.82
18600,456,0.0,6.82
18700,456,0.0,6.82
18800,456,0.0,6.82
18900,456,0.0,6.82
19000,456,0.0,6.82
19100,456,0.0,6.82
19200,456,0.0,6.82
19300,456,0.0,6.82
19400,456,0.0,6.82
19500,456,0.0,6.82
19600,456,0.0,6.82
19700,456,0.0,6.82
19800,456,0.0,6.82
19900,456,0.0,6.82
20000,456,0.0,6.82
