step,seed,success_rate,mean_score
14300,123,0.0,6.0
14400,123,0.0,5.68
14500,123,0.0,5.94
14600,123,0.0,6.04
14700,123,0.0,6.04
14800,123,0.0,6.04
14900,123,0.0,5.6
15000,123,0.0,5.58
15100,123,0.0,5.42
15200,123,0.0,5.94
15300,123,0.0,5.3
15400,123,0.0,5.26
15500,123,0.0,5.7
15600,123,0.0,5.28
15700,123,0.0,5.64
15800,123,0.0,5.4
15900,123,0.0,5.24
16000,123,0.0,5.4
16100,123,0.0,5.86
16200,123,0.0,5.86
16300,123,0.0,5.86
16400,123,0.0,5.86
16500,123,0.0,5.86
16600,123,0.0,5.8
16700,123,0.0,5.9
16800,123,0.0,5.9
16900,123,0.0,5.9
17000,123,0.0,5.74
17100,123,0.0,6.02
17200,123,0.0,5.76
17300,123,0.0,5.9
17400,123,0.0,5.36
17500,123,0.0,6.06
17600,123,0.0,5.64
17700,123,0.0,5.92
17800,123,0.0,5.92
17900,123,0.0,5.9
18000,123,0.0,5.46
18100,123,0.0,5.46
18200,123,0.0,5.42
18300,123,0.0,5.42
18400,123,0.0,5.42
18500,123,0.0,5.38
18600,123,0.0,5.62
18700,123,0.0,5.62
18800,123,0.0,5.62
18900,123,0.0,5.62
19000,123,0.0,5.62
19100,123,0.0,5.62
19200,123,0.0,5.62
19300,123,0.0,5.62
19400,123,0.0,5.62
19500,123,0.0,5.82
19600,123,0.0,5.82
19700,123,0.0,5.82
19800,123,0.0,5.74
19900,123,0.0,5.74
20000,123,0.0,5.96
100,456,0.0,5.54
200,456,0.0,7.86
300,456,0.0,8.56
400,456,0.0,8.6
500,456,0.0,9.4
600,456,0.0,9.02
700,456,0.0,9.0
800,456,0.0,7.62
900,456,0.0,6.3
1000,456,0.0,6.44
1100,456,0.0,5.4
1200,456,0.0,5.24
1300,456,0.0,5.46
1400,456,0.0,5.62
1500,456,0.0,5.8
1600,456,0.0,6.08
1700,456,0.0,6.22
1800,456,0.0,4.34
1900,456,0.0,5.04
2000,456,0.0,4.96
2100,456,0.0,4.9
2200,456,0.0,4.9
2300,456,0.0,4.9
2400,456,0.0,4.9
2500,456,0.0,4.9
2600,456,0.0,4.9
2700,456,0.0,4.9
2800,456,0.0,4.9
2900,456,0.0,4.9
3000,456,0.0,4.9
3100,456,0.0,4.9
3200,456,0.0,4.9
3300,456,0.0,4.9
3400,456,0.0,4.9
3500,456,0.0,4.9
3600,456,0.0,4.9
3700,456,0.0,4.9
3800,456,0.0,4.9
3900,456,0.0,4.9
4000,456,0.0,4.9
4100,456,0.0,4.9
4200,456,0.0,4.9
4300,456,0.0,4.9
4400,456,0.0,4.9
4500,456,0.0,4.9
4600,456,0.0,4.9
4700,456,0.0,4.9
