condition,step,V_mean,target_mean,reward_mean,success_rate,mean_score
3_standard_contraction_seed42,2710,-20.0,-19.74,-7.623,,
3_standard_contraction_seed42,2720,-20.0,-19.78,-6.111,,
3_standard_contraction_seed42,2730,-20.0,-19.7,-7.934,,
3_standard_contraction_seed42,2740,-20.0,-19.7,-8.016,,
3_standard_contraction_seed42,2750,-20.0,-19.69,-6.627,0.0,5.85
3_standard_contraction_seed42,2760,-20.0,-19.79,-6.679,,
3_standard_contraction_seed42,2770,-20.0,-19.77,-6.733,,
3_standard_contraction_seed42,2780,-20.0,-19.78,-7.351,,
3_standard_contraction_seed42,2790,-20.0,-19.82,-5.812,,
3_standard_contraction_seed42,2800,-20.0,-19.78,-6.012,0.0,5.85
3_standard_contraction_seed42,2810,-20.0,-19.66,-7.292,,
3_standard_contraction_seed42,2820,-20.0,-19.8,-6.481,,
3_standard_contraction_seed42,2830,-20.0,-19.83,-5.474,,
3_standard_contraction_seed42,2840,-20.0,-19.75,-6.725,,
3_standard_contraction_seed42,2850,-20.0,-19.81,-6.701,0.0,5.85
3_standard_contraction_seed42,2860,-20.0,-19.81,-5.473,,
3_standard_contraction_seed42,2870,-20.0,-19.84,-5.231,,
3_standard_contraction_seed42,2880,-20.0,-19.79,-8.01,,
3_standard_contraction_seed42,2890,-20.0,-19.86,-4.542,,
3_standard_contraction_seed42,2900,-20.0,-19.84,-5.459,0.0,5.85
3_standard_contraction_seed42,2910,-20.0,-19.79,-5.459,,
3_standard_contraction_seed42,2920,-20.0,-19.82,-6.179,,
3_standard_contraction_seed42,2930,-20.0,-19.82,-6.168,,
3_standard_contraction_seed42,2940,-20.0,-19.81,-6.682,,
3_standard_contraction_seed42,2950,-20.0,-19.79,-7.076,0.0,5.85
3_standard_contraction_seed42,2960,-20.0,-19.76,-6.057,,
3_standard_contraction_seed42,2970,-20.0,-19.86,-4.505,,
3_standard_contraction_seed42,2980,-20.0,-19.7,-8.01,,
3_standard_contraction_seed42,2990,-20.0,-19.81,-5.846,,
3_standard_contraction_seed42,3000,-20.0,-19.73,-7.071,0.0,5.85
3_standard_contraction_seed42,3010,-20.0,-19.84,-5.586,,
3_standard_contraction_seed42,3020,-20.0,-19.8,-6.982,,
3_standard_contraction_seed42,3030,-20.0,-19.79,-5.122,,
3_standard_contraction_seed42,3040,-20.0,-19.86,-5.139,,
3_standard_contraction_seed42,3050,-20.0,-19.78,-5.737,0.0,5.85
3_standard_contraction_seed42,3060,-20.0,-19.77,-7.335,,
3_standard_contraction_seed42,3070,-20.0,-19.73,-6.73,,
3_standard_contraction_seed42,3080,-20.0,-19.78,-6.742,,
3_standard_contraction_seed42,3090,-20.0,-19.89,-5.193,,
3_standard_contraction_seed42,3100,-20.0,-19.79,-5.738,0.0,5.85
3_standard_contraction_seed42,3110,-20.0,-19.72,-6.47,,
3_standard_contraction_seed42,3120,-20.0,-19.76,-6.743,,
3_standard_contraction_seed42,3130,-20.0,-19.76,-7.379,,
3_standard_contraction_seed42,3140,-20.0,-19.81,-5.207,,
3_standard_contraction_seed42,3150,-20.0,-19.78,-6.151,0.0,5.85
3_standard_contraction_seed42,3160,-20.0,-19.76,-6.981,,
3_standard_contraction_seed42,3170,-20.0,-19.77,-6.373,,
3_standard_contraction_seed42,3180,-20.0,-19.83,-5.399,,
3_standard_contraction_seed42,3190,-20.0,-19.69,-6.736,,
3_standard_contraction_seed42,3200,-20.0,-19.86,-5.175,0.0,5.85
3_standard_contraction_seed42,3210,-20.0,-19.79,-7.342,,
3_standard_contraction_seed42,3220,-20.0,-19.78,-7.024,,
3_standard_contraction_seed42,3230,-20.0,-19.82,-6.443,,
3_standard_contraction_seed42,3240,-20.0,-19.75,-7.34,,
3_standard_contraction_seed42,3250,-20.0,-19.74,-6.757,0.0,5.85
3_standard_contraction_seed42,3260,-20.0,-19.64,-7.607,,
3_standard_contraction_seed42,3270,-20.0,-19.78,-7.343,,
3_standard_contraction_seed42,3280,-20.0,-19.83,-6.15,,
3_standard_contraction_seed42,3290,-20.0,-19.79,-7.052,,
3_standard_contraction_seed42,3300,-20.0,-19.8,-6.098,0.0,5.85
3_standard_contraction_seed42,3310,-20.0,-19.82,-5.792,,
3_standard_contraction_seed42,3320,-20.0,-19.77,-6.764,,
3_standard_contraction_seed42,3330,-20.0,-19.76,-6.702,,
3_standard_contraction_seed42,3340,-20.0,-19.79,-6.432,,
3_standard_contraction_seed42,3350,-20.0,-19.74,-6.394,0.0,5.85
3_standard_contraction_seed42,3360,-20.0,-19.8,-6.137,,
3_standard_contraction_seed42,3370,-20.0,-19.85,-5.176,,
3_standard_contraction_seed42,3380,-20.0,-19.79,-6.688,,
3_standard_contraction_seed42,3390,-20.0,-19.75,-7.037,,
3_standard_contraction_seed42,3400,-20.0,-19.76,-6.726,0.0,5.85
3_standard_contraction_seed42,3410,-20.0,-19.79,-6.677,,
3_standard_contraction_seed42,3420,-20.0,-19.79,-5.456,,
3_standard_contraction_seed42,3430,-20.0,-19.84,-5.462,,
3_standard_contraction_seed42,3440,-20.0,-19.77,-6.431,,
3_standard_contraction_seed42,3450,-20.0,-19.84,-4.877,0.0,5.85
3_standard_contraction_seed42,3460,-20.0,-19.85,-6.12,,
3_standard_contraction_seed42,3470,-20.0,-19.84,-6.39,,
3_standard_contraction_seed42,3480,-20.0,-19.77,-6.051,,
3_standard_contraction_seed42,3490,-20.0,-19.78,-6.044,,
3_standard_contraction_seed42,3500,-20.0,-19.82,-6.707,0.0,5.85
3_standard_contraction_seed42,3510,-20.0,-19.79,-5.499,,
3_standard_contraction_seed42,3520,-20.0,-19.77,-6.415,,
3_standard_contraction_seed42,3530,-20.0,-19.76,-7.035,,
3_standard_contraction_seed42,3540,-20.0,-19.73,-6.013,,
3_standard_contraction_seed42,3550,-20.0,-19.81,-7.369,0.0,5.85
3_standard_contraction_seed42,3560,-20.0,-19.82,-6.113,,
3_standard_contraction_seed42,3570,-20.0,-19.77,-4.858,,
3_standard_contraction_seed42,3580,-20.0,-19.8,-6.39,,
3_standard_contraction_seed42,3590,-20.0,-19.8,-6.33,,
3_standard_contraction_seed42,3600,-20.0,-19.8,-6.708,0.0,5.85
3_standard_contraction_seed42,3610,-20.0,-19.72,-8.245,,
3_standard_contraction_seed42,3620,-20.0,-19.74,-7.66,,
3_standard_contraction_seed42,3630,-20.0,-19.75,-7.017,,
3_standard_contraction_seed42,3640,-20.0,-19.82,-5.203,,
3_standard_contraction_seed42,3650,-20.0,-19.73,-5.788,0.0,5.85
3_standard_contraction_seed42,3660,-20.0,-19.8,-6.421,,
3_standard_contraction_seed42,3670,-20.0,-19.85,-5.812,,
3_standard_contraction_seed42,3680,-20.0,-19.86,-3.906,,
3_standard_contraction_seed42,3690,-20.0,-19.86,-5.475,,
3_standard_contraction_seed42,3700,-20.0,-19.73,-7.038,0.0,5.85
3_standard_contraction_seed42,3710,-20.0,-19.78,-6.46,,
3_standard_contraction_seed42,3720,-20.0,-19.85,-5.536,,
3_standard_contraction_seed42,3730,-20.0,-19.84,-5.168,,
3_standard_contraction_seed42,3740,-20.0,-19.82,-6.729,,
3_standard_contraction_seed42,3750,-20.0,-19.76,-6.126,0.0,5.85
3_standard_contraction_seed42,3760,-20.0,-19.8,-6.098,,
3_standard_contraction_seed42,3770,-20.0,-19.8,-6.386,,
3_standard_contraction_seed42,3780,-20.0,-19.85,-6.328,,
3_standard_contraction_seed42,3790,-20.0,-19.77,-7.379,,
3_standard_contraction_seed42,3800,-20.0,-19.81,-6.011,0.0,5.85
3_standard_contraction_seed42,3810,-20.0,-19.84,-5.815,,
3_standard_contraction_seed42,3820,-20.0,-19.77,-6.168,,
3_standard_contraction_seed42,3830,-20.0,-19.8,-7.332,,
3_standard_contraction_seed42,3840,-20.0,-19.84,-5.752,,
3_standard_contraction_seed42,3850,-20.0,-19.8,-6.12,0.0,5.85
3_standard_contraction_seed42,3860,-20.0,-19.77,-6.44,,
3_standard_contraction_seed42,3870,-20.0,-19.73,-7.049,,
3_standard_contraction_seed42,3880,-20.0,-19.85,-5.864,,
3_standard_contraction_seed42,3890,-20.0,-19.71,-7.672,,
3_standard_contraction_seed42,3900,-20.0,-19.82,-7.012,0.0,5.85
3_standard_contraction_seed42,3910,-20.0,-19.81,-5.533,,
3_standard_contraction_seed42,3920,-20.0,-19.75,-7.715,,
3_standard_contraction_seed42,3930,-20.0,-19.69,-7.646,,
3_standard_contraction_seed42,3940,-20.0,-19.74,-7.389,,
3_standard_contraction_seed42,3950,-20.0,-19.75,-7.072,0.0,5.85
3_standard_contraction_seed42,3960,-20.0,-19.7,-8.594,,
3_standard_contraction_seed42,3970,-20.0,-19.75,-7.649,,
3_standard_contraction_seed42,3980,-20.0,-19.84,-6.735,,
3_standard_contraction_seed42,3990,-20.0,-19.78,-5.817,,
3_standard_contraction_seed42,4000,-20.0,-19.79,-7.081,0.0,5.85
3_standard_contraction_seed42,4010,-20.0,-19.79,-5.784,,
3_standard_contraction_seed42,4020,-20.0,-19.74,-6.142,,
3_standard_contraction_seed42,4030,-20.0,-19.76,-6.156,,
3_standard_contraction_seed42,4040,-20.0,-19.85,-4.198,,
3_standard_contraction_seed42,4050,-20.0,-19.85,-6.703,0.0,5.85
3_standard_contraction_seed42,4060,-20.0,-19.81,-7.034,,
3_standard_contraction_seed42,4070,-20.0,-19.66,-8.033,,
3_standard_contraction_seed42,4080,-20.0,-19.77,-7.042,,
3_standard_contraction_seed42,4090,-20.0,-19.75,-7.327,,
3_standard_contraction_seed42,4100,-20.0,-19.77,-6.424,0.0,5.85
3_standard_contraction_seed42,4110,-20.0,-19.75,-7.045,,
3_standard_contraction_seed42,4120,-20.0,-19.73,-7.339,,
3_standard_contraction_seed42,4130,-20.0,-19.83,-7.093,,
3_standard_contraction_seed42,4140,-20.0,-19.75,-7.049,,
3_standard_contraction_seed42,4150,-20.0,-19.74,-7.04,0.0,5.85
3_standard_contraction_seed42,4160,-20.0,-19.83,-5.804,,
3_standard_contraction_seed42,4170,-20.0,-19.69,-7.337,,
3_standard_contraction_seed42,4180,-20.0,-19.81,-6.428,,
3_standard_contraction_seed42,4190,-20.0,-19.81,-6.083,,
3_standard_contraction_seed42,4200,-20.0,-19.76,-6.738,0.0,5.85
3_standard_contraction_seed42,4210,-20.0,-19.77,-7.371,,
3_standard_contraction_seed42,4220,-20.0,-19.68,-8.001,,
3_standard_contraction_seed42,4230,-20.0,-19.81,-5.532,,
3_standard_contraction_seed42,4240,-20.0,-19.82,-6.728,,
3_standard_contraction_seed42,4250,-20.0,-19.82,-7.072,0.0,5.85
3_standard_contraction_seed42,4260,-20.0,-19.77,-5.824,,
3_standard_contraction_seed42,4270,-20.0,-19.79,-6.169,,
3_standard_contraction_seed42,4280,-20.0,-19.86,-5.161,,
3_standard_contraction_seed42,4290,-20.0,-19.8,-6.446,,
3_standard_contraction_seed42,4300,-20.0,-19.79,-6.41,0.0,5.85
3_standard_contraction_seed42,4310,-20.0,-19.79,-6.473,,
3_standard_contraction_seed42,4320,-20.0,-19.74,-6.093,,
3_standard_contraction_seed42,4330,-20.0,-19.79,-7.325,,
3_standard_contraction_seed42,4340,-20.0,-19.81,-6.735,,
3_standard_contraction_seed42,4350,-20.0,-19.82,-5.832,0.0,5.85
3_standard_contraction_seed42,4360,-20.0,-19.75,-6.404,,
3_standard_contraction_seed42,4370,-20.0,-19.79,-6.734,,
3_standard_contraction_seed42,4380,-20.0,-19.75,-7.303,,
3_standard_contraction_seed42,4390,-20.0,-19.85,-4.886,,
3_standard_contraction_seed42,4400,-20.0,-19.75,-6.715,0.0,5.85
3_standard_contraction_seed42,4410,-20.0,-19.79,-6.731,,
3_standard_contraction_seed42,4420,-20.0,-19.74,-6.49,,
3_standard_contraction_seed42,4430,-20.0,-19.8,-5.479,,
3_standard_contraction_seed42,4440,-20.0,-19.84,-5.463,,
3_standard_contraction_seed42,4450,-20.0,-19.8,-6.759,0.0,5.85
3_standard_contraction_seed42,4460,-20.0,-19.75,-8.007,,
3_standard_contraction_seed42,4470,-20.0,-19.78,-7.695,,
3_standard_contraction_seed42,4480,-20.0,-19.82,-5.836,,
3_standard_contraction_seed42,4490,-20.0,-19.78,-6.426,,
3_standard_contraction_seed42,4500,-20.0,-19.79,-6.735,0.0,5.85
3_standard_contraction_seed42,4510,-20.0,-19.84,-5.47,,
3_standard_contraction_seed42,4520,-20.0,-19.85,-6.463,,
3_standard_contraction_seed42,4530,-20.0,-19.85,-3.924,,
3_standard_contraction_seed42,4540,-20.0,-19.86,-5.504,,
3_standard_contraction_seed42,4550,-20.0,-19.83,-6.417,0.0,5.85
3_standard_contraction_seed42,4560,-20.0,-19.82,-5.756,,
3_standard_contraction_seed42,4570,-20.0,-19.86,-5.435,,
3_standard_contraction_seed42,4580,-20.0,-19.81,-6.465,,
3_standard_contraction_seed42,4590,-20.0,-19.86,-6.429,,
3_standard_contraction_seed42,4600,-20.0,-19.77,-7.049,0.0,5.85
3_standard_contraction_seed42,4610,-20.0,-19.81,-5.804,,
3_standard_contraction_seed42,4620,-20.0,-19.81,-5.482,,
3_standard_contraction_seed42,4630,-20.0,-19.73,-8.897,,
3_standard_contraction_seed42,4640,-20.0,-19.83,-4.844,,
3_standard_contraction_seed42,4650,-20.0,-19.72,-7.696,0.0,5.85
3_standard_contraction_seed42,4660,-20.0,-19.78,-7.37,,
3_standard_contraction_seed42,4670,-20.0,-19.71,-6.108,,
3_standard_contraction_seed42,4680,-20.0,-19.88,-4.025,,
3_standard_contraction_seed42,4690,-20.0,-19.81,-5.76,,
3_standard_contraction_seed42,4700,-20.0,-19.79,-6.118,0.0,5.85
3_standard_contraction_seed42,4710,-20.0,-19.8,-4.867,,
3_standard_contraction_seed42,4720,-20.0,-19.78,-6.432,,
3_standard_contraction_seed42,4730,-20.0,-19.77,-7.069,,
3_standard_contraction_seed42,4740,-20.0,-19.86,-5.805,,
3_standard_contraction_seed42,4750,-20.0,-19.82,-5.533,0.0,5.85
3_standard_contraction_seed42,4760,-20.0,-19.84,-5.516,,
3_standard_contraction_seed42,4770,-20.0,-19.81,-7.052,,
3_standard_contraction_seed42,4780,-20.0,-19.87,-4.849,,
3_standard_contraction_seed42,4790,-20.0,-19.77,-5.533,,
3_standard_contraction_seed42,4800,-20.0,-19.78,-5.788,0.0,5.85
3_standard_contraction_seed42,4810,-20.0,-19.82,-5.166,,
3_standard_contraction_seed42,4820,-20.0,-19.81,-5.789,,
3_standard_contraction_seed42,4830,-20.0,-19.84,-4.539,,
3_standard_contraction_seed42,4840,-20.0,-19.76,-6.741,,
3_standard_contraction_seed42,4850,-20.0,-19.78,-5.692,0.0,5.85
3_standard_contraction_seed42,4860,-20.0,-19.82,-6.001,,
3_standard_contraction_seed42,4870,-20.0,-19.85,-6.123,,
3_standard_contraction_seed42,4880,-20.0,-19.85,-5.165,,
3_standard_contraction_seed42,4890,-20.0,-19.82,-5.494,,
3_standard_contraction_seed42,4900,-20.0,-19.8,-5.794,0.0,5.85
3_standard_contraction_seed42,4910,-20.0,-19.81,-6.729,,
3_standard_contraction_seed42,4920,-20.0,-19.89,-5.728,,
3_standard_contraction_seed42,4930,-20.0,-19.81,-6.756,,
3_standard_contraction_seed42,4940,-20.0,-19.82,-5.113,,
3_standard_contraction_seed42,4950,-20.0,-19.84,-6.426,0.0,5.85
3_standard_contraction_seed42,4960,-20.0,-19.79,-5.719,,
3_standard_contraction_seed42,4970,-20.0,-19.79,-6.754,,
3_standard_contraction_seed42,4980,-20.0,-19.78,-6.117,,
3_standard_contraction_seed42,4990,-20.0,-19.81,-5.463,,
3_standard_contraction_seed42,5000,-20.0,-19.9,-6.147,0.0,5.85
